7804,0,0
7805,0,0
7806,0,0
7807,0,0
7808,0.082449941,0
7809,0.281507656,0
7810,0.40753828,0
7811,0.532391048,0
7812,0.510011779,0
7813,0.480565371,0
7814,0.345111896,0
7815,0.247349823,0
7816,0.115429918,0
7817,0.016489988,0
7818,0,0
7819,0,0
7820,0,0
7821,0,0
7822,0,0
7823,0,0
7824,0,0
7825,0,0
7826,0,0
7827,0,0
7828,0,0
7829,0,0
7830,0,0
7831,0,0
7832,0.061248528,0
7833,0.266195524,0
7834,0.408716137,0
7835,0.477031802,0
7836,0.568904594,0
7837,0.588928151,0
7838,0.499411072,0
7839,0.355712603,0
7840,0.166077739,0
7841,0.018845701,0
7842,0,0
7843,0,0
7844,0,0
7845,0,0
7846,0,0
7847,0,0
7848,0,0
7849,0,0
7850,0,0
7851,0,0
7852,0,0
7853,0,0
7854,0,0
7855,0,0
7856,0.073027091,0
7857,0.255594817,0
7858,0.442873969,0
7859,0.57008245,0
7860,0.604240283,0
7861,0.578327444,0
7862,0.49352179,0
7863,0.339222615,0
7864,0.155477032,0
7865,0.018845701,0
7866,0,0
7867,0,0
7868,0,0
7869,0,0
7870,0,0
7871,0,0
7872,0,0
7873,0,0
7874,0,0
7875,0,0
7876,0,0
7877,0,0
7878,0,0
7879,0,0
7880,0.042402827,0
7881,0.151943463,0
7882,0.217903416,0
7883,0.277974087,0
7884,0.380447585,0
7885,0.290930506,0
7886,0.214369847,0
7887,0.188457008,0
7888,0.121319199,0
7889,0.015312132,0
7890,0,0
7891,0,0
7892,0,0
7893,0,0
7894,0,0
7895,0,0
7896,0,0
7897,0,0
7898,0,0
7899,0,0
7900,0,0
7901,0,0
7902,0,0
7903,0,0
7904,0,0
7905,0.011778563,0
7906,0.058892815,0
7907,0.101295642,0
7908,0.206124853,0
7909,0.382803298,0
7910,0.195524146,0
7911,0.037691402,0
7912,0.020023557,0
7913,0.00942285,0
7914,0,0
7915,0,0
7916,0,0
7917,0,0
7918,0,0
7919,0,0
7920,0,0
7921,0,0
7922,0,0
7923,0,0
7924,0,0
7925,0,0
7926,0,0
7927,0,0
7928,0.049469965,0
7929,0.277974087,0
7930,0.468786808,0
7931,0.577149588,0
7932,0.63368669,0
7933,0.59246172,0
7934,0.382803298,0
7935,0.315665489,0
7936,0.146054181,0
7937,0.016489988,0
7938,0,0
7939,0,0
7940,0,0
7941,0,0
7942,0,0
7943,0,0
7944,0,0
7945,0,0
7946,0,0
7947,0,0
7948,0,0
7949,0,0
7950,0,0
7951,0,0
7952,0.015312132,0
7953,0.037691402,0
7954,0.275618375,0
7955,0.246171967,0
7956,0.307420495,0
7957,0.182567727,0
7958,0.438162544,0
7959,0.156654888,0
7960,0.043580683,0
7961,0.005889282,0
7962,0,0
7963,0,0
7964,0,0
7965,0,0
7966,0,0
7967,0,0
7968,0,0
7969,0,0
7970,0,0
7971,0,0
7972,0,0
7973,0,0
7974,0,0
7975,0,0
7976,0.055359246,0
7977,0.26737338,0
7978,0.473498233,0
7979,0.583038869,0
7980,0.623085984,0
7981,0.573616019,0
7982,0.502944641,0
7983,0.360424028,0
7984,0.169611307,0
7985,0.016489988,0
7986,0,0
7987,0,0
7988,0,0
7989,0,0
7990,0,0
7991,0,0
7992,0,0
7993,0,0
7994,0,0
7995,0,0
7996,0,0
7997,0,0
7998,0,0
7999,0,0
8000,0.015312132,0
8001,0.064782097,0
8002,0.242638398,0
8003,0.352179034,0
8004,0.442873969,0
8005,0.348645465,0
8006,0.319199058,0
8007,0.071849234,0
8008,0.027090695,0
8009,0.004711425,0
8010,0,0
8011,0,0
8012,0,0
8013,0,0
8014,0,0
8015,0,0
8016,0,0
8017,0,0
8018,0,0
8019,0,0
8020,0,0
8021,0,0
8022,0,0
8023,0,0
8024,0.05418139,0
8025,0.270906949,0
8026,0.458186101,0
8027,0.57008245,0
8028,0.617196702,0
8029,0.597173145,0
8030,0.505300353,0
8031,0.35335689,0
8032,0.168433451,0
8033,0.024734982,0
8034,0,0
8035,0,0
8036,0,0
8037,0,0
8038,0,0
8039,0,0
8040,0,0
8041,0,0
8042,0,0
8043,0,0
8044,0,0
8045,0,0
8046,0,0
8047,0,0
8048,0.056537102,0
8049,0.270906949,0
8050,0.454652532,0
8051,0.563015312,0
8052,0.614840989,0
8053,0.59246172,0
8054,0.50647821,0
8055,0.358068316,0
8056,0.168433451,0
8057,0.015312132,0
8058,0,0
8059,0,0
8060,0,0
8061,0,0
8062,0,0
8063,0,0
8064,0,0
8065,0,0
8066,0,0
8067,0,0
8068,0,0
8069,0,0
8070,0,0
8071,0,0
8072,0.050647821,0
8073,0.256772674,0
8074,0.440518257,0
8075,0.550058893,0
8076,0.606595995,0
8077,0.595995289,0
8078,0.517078916,0
8079,0.368669022,0
8080,0.169611307,0
8081,0.015312132,0
8082,0,0
8083,0,0
8084,0,0
8085,0,0
8086,0,0
8087,0,0
8088,0,0
8089,0,0
8090,0,0
8091,0,0
8092,0,0
8093,0,0
8094,0,0
8095,0,0
8096,0.051825677,0
8097,0.273262662,0
8098,0.460541814,0
8099,0.563015312,0
8100,0.587750294,0
8101,0.572438163,0
8102,0.323910483,0
8103,0.202591284,0
8104,0.083627797,0
8105,0.00942285,0
8106,0,0
8107,0,0
8108,0,0
8109,0,0
8110,0,0
8111,0,0
8112,0,0
8113,0,0
8114,0,0
8115,0,0
8116,0,0
8117,0,0
8118,0,0
8119,0,0
8120,0.007067138,0
8121,0.056537102,0
8122,0.107184923,0
8123,0.151943463,0
8124,0.155477032,0
8125,0.195524146,0
8126,0.142520612,0
8127,0.157832744,0
8128,0.083627797,0
8129,0.008244994,0
8130,0,0
8131,0,0
8132,0,0
8133,0,0
8134,0,0
8135,0,0
8136,0,0
8137,0,0
8138,0,0
8139,0,0
8140,0,0
8141,0,0
8142,0,0
8143,0,0
8144,0.043580683,0
8145,0.232037691,0
8146,0.445229682,0
8147,0.577149588,0
8148,0.630153121,0
8149,0.62426384,0
8150,0.534746761,0
8151,0.349823322,0
8152,0.148409894,0
8153,0.018845701,0
8154,0,0
8155,0,0
8156,0,0
8157,0,0
8158,0,0
8159,0,0
8160,0,0
8161,0,0
8162,0,0
8163,0,0
8164,0,0
8165,0,0
8166,0,0
8167,0,0
8168,0.027090695,0
8169,0.056537102,0
8170,0.157832744,0
8171,0.517078916,0
8172,0.373380448,0
8173,0.190812721,0
8174,0.187279152,0
8175,0.136631331,0
8176,0.07656066,0
8177,0.010600707,0
8178,0,0
8179,0,0
8180,0,0
8181,0,0
8182,0,0
8183,0,0
8184,0,0
8185,0,0
8186,0,0
8187,0,0
8188,0,0
8189,0,0
8190,0,0
8191,0,0
8192,0.012956419,0
8193,0.083627797,0
8194,0.330977621,0
8195,0.404004711,0
8196,0.542991755,0
8197,0.408716137,0
8198,0.302709069,0
8199,0.208480565,0
8200,0.136631331,0
8201,0.017667845,0
8202,0,0
8203,0,0
8204,0,0
8205,0,0
8206,0,0
8207,0,0
8208,0,0
8209,0,0
8210,0,0
8211,0,0
8212,0,0
8213,0,0
8214,0,0
8215,0,0
8216,0.002355713,0
8217,0.130742049,0
8218,0.404004711,0
8219,0.441696113,0
8220,0.28975265,0
8221,0.297997644,0
8222,0.24852768,0
8223,0.177856302,0
8224,0.073027091,0
8225,0.011778563,0
8226,0,0
8227,0,0
8228,0,0
8229,0,0
8230,0,0
8231,0,0
8232,0,0
8233,0,0
8234,0,0
8235,0,0
8236,0,0
8237,0,0
8238,0,0
8239,0,0
8240,0.018845701,0
8241,0.071849234,0
8242,0.053003534,0
8243,0.096584217,0
8244,0.060070671,0
8245,0.041224971,0
8246,0.044758539,0
8247,0.021201413,0
8248,0.00942285,0
8249,0,0
8250,0,0
8251,0,0
8252,0,0
8253,0,0
8254,0,0
8255,0,0
8256,0,0
8257,0,0
8258,0,0
8259,0,0
8260,0,0
8261,0,0
8262,0,0
8263,0,0
8264,0.018845701,0
8265,0.166077739,0
8266,0.215547703,0
8267,0.241460542,0
8268,0.306242638,0
8269,0.260306243,0
8270,0.161366313,0
8271,0.143698469,0
8272,0.057714959,0
8273,0.004711425,0
8274,0,0
8275,0,0
8276,0,0
8277,0,0
8278,0,0
8279,0,0
8280,0,0
8281,0,0
8282,0,0
8283,0,0
8284,0,0
8285,0,0
8286,0,0
8287,0,0
8288,0.011778563,0
8289,0.065959953,0
8290,0.14958775,0
8291,0.328621908,0
8292,0.39811543,0
8293,0.262661955,0
8294,0.201413428,0
8295,0.17196702,0
8296,0.121319199,0
8297,0.011778563,0
8298,0,0
8299,0,0
8300,0,0
8301,0,0
8302,0,0
8303,0,0
8304,0,0
8305,0,0
8306,0,0
8307,0,0
8308,0,0
8309,0,0
8310,0,0
8311,0,0
8312,0.004711425,0
8313,0.068315665,0
8314,0.28975265,0
8315,0.283863369,0
8316,0.427561837,0
8317,0.161366313,0
8318,0.100117786,0
8319,0.071849234,0
8320,0.020023557,0
8321,0.003533569,0
8322,0,0
8323,0,0
8324,0,0
8325,0,0
8326,0,0
8327,0,0
8328,0,0
8329,0,0
8330,0,0
8331,0,0
8332,0,0
8333,0,0
8334,0,0
8335,0,0
8336,0.011778563,0
8337,0.096584217,0
8338,0.147232038,0
8339,0.199057715,0
8340,0.255594817,0
8341,0.128386337,0
8342,0.087161366,0
8343,0.10836278,0
8344,0.037691402,0
8345,0,0
8346,0,0
8347,0,0
8348,0,0
8349,0,0
8350,0,0
8351,0,0
8352,0,0
8353,0,0
8354,0,0
8355,0,0
8356,0,0
8357,0,0
8358,0,0
8359,0,0
8360,0.005889282,0
8361,0.023557126,0
8362,0.015312132,0
8363,0.03180212,0
8364,0.053003534,0
8365,0.03180212,0
8366,0.016489988,0
8367,0.010600707,0
8368,0.001177856,0
8369,0,0
8370,0,0
8371,0,0
8372,0,0
8373,0,0
8374,0,0
8375,0,0
8376,0,0
8377,0,0
8378,0,0
8379,0,0
8380,0,0
8381,0,0
8382,0,0
8383,0,0
8384,0.018845701,0
8385,0.045936396,0
8386,0.303886926,0
8387,0.404004711,0
8388,0.457008245,0
8389,0.600706714,0
8390,0.54770318,0
8391,0.414605418,0
8392,0.196702002,0
8393,0.02237927,0
8394,0,0
8395,0,0
8396,0,0
8397,0,0
8398,0,0
8399,0,0
8400,0,0
8401,0,0
8402,0,0
8403,0,0
8404,0,0
8405,0,0
8406,0,0
8407,0,0
8408,0.041224971,0
8409,0.255594817,0
8410,0.477031802,0
8411,0.605418139,0
8412,0.664310954,0
8413,0.645465253,0
8414,0.557126031,0
8415,0.411071849,0
8416,0.20376914,0
8417,0.023557126,0
8418,0,0
8419,0,0
8420,0,0
8421,0,0
8422,0,0
8423,0,0
8424,0,0
8425,0,0
8426,0,0
8427,0,0
8428,0,0
8429,0,0
8430,0,0
8431,0,0
8432,0.037691402,0
8433,0.252061249,0
8434,0.47467609,0
8435,0.607773852,0
8436,0.673733804,0
8437,0.661955241,0
8438,0.575971731,0
8439,0.419316843,0
8440,0.208480565,0
8441,0.024734982,0
8442,0,0
8443,0,0
8444,0,0
8445,0,0
8446,0,0
8447,0,0
8448,0,0
8449,0,0
8450,0,0
8451,0,0
8452,0,0
8453,0,0
8454,0,0
8455,0,0
8456,0.037691402,0
8457,0.254416961,0
8458,0.46171967,0
8459,0.583038869,0
8460,0.644287397,0
8461,0.643109541,0
8462,0.454652532,0
8463,0.326266196,0
8464,0.20376914,0
8465,0.030624264,0
8466,0,0
8467,0,0
8468,0,0
8469,0,0
8470,0,0
8471,0,0
8472,0,0
8473,0,0
8474,0,0
8475,0,0
8476,0,0
8477,0,0
8478,0,0
8479,0,0
8480,0.03180212,0
8481,0.228504122,0
8482,0.434628975,0
8483,0.551236749,0
8484,0.610129564,0
8485,0.578327444,0
8486,0.508833922,0
8487,0.354534747,0
8488,0.183745583,0
8489,0.02237927,0
8490,0,0
8491,0,0
8492,0,0
8493,0,0
8494,0,0
8495,0,0
8496,0,0
8497,0,0
8498,0,0
8499,0,0
8500,0,0
8501,0,0
8502,0,0
8503,0,0
8504,0.040047114,0
8505,0.143698469,0
8506,0.305064782,0
8507,0.356890459,0
8508,0.563015312,0
8509,0.600706714,0
8510,0.521790342,0
8511,0.380447585,0
8512,0.189634865,0
8513,0.023557126,0
8514,0,0
8515,0,0
8516,0,0
8517,0,0
8518,0,0
8519,0,0
8520,0,0
8521,0,0
8522,0,0
8523,0,0
8524,0,0
8525,0,0
8526,0,0
8527,0,0
8528,0.030624264,0
8529,0.229681979,0
8530,0.440518257,0
8531,0.5606596,0
8532,0.616018846,0
8533,0.600706714,0
8534,0.531213192,0
8535,0.387514723,0
8536,0.193168433,0
8537,0.025912839,0
8538,0,0
8539,0,0
8540,0,0
8541,0,0
8542,0,0
8543,0,0
8544,0,0
8545,0,0
8546,0,0
8547,0,0
8548,0,0
8549,0,0
8550,0,0
8551,0,0
8552,0,0
8553,0.044758539,0
8554,0.082449941,0
8555,0.144876325,0
8556,0.025912839,0
8557,0.122497055,0
8558,0.150765607,0
8559,0.062426384,0
8560,0.029446408,0
8561,0.035335689,0
8562,0,0
8563,0,0
8564,0,0
8565,0,0
8566,0,0
8567,0,0
8568,0,0
8569,0,0
8570,0,0
8571,0,0
8572,0,0
8573,0,0
8574,0,0
8575,0,0
8576,0.02237927,0
8577,0.223792697,0
8578,0.455830389,0
8579,0.594817432,0
8580,0.663133098,0
8581,0.654888104,0
8582,0.573616019,0
8583,0.424028269,0
8584,0.214369847,0
8585,0.025912839,0
8586,0,0
8587,0,0
8588,0,0
8589,0,0
8590,0,0
8591,0,0
8592,0,0
8593,0,0
8594,0,0
8595,0,0
8596,0,0
8597,0,0
8598,0,0
8599,0,0
8600,0.011778563,0
8601,0.065959953,0
8602,0.325088339,0
8603,0.584216726,0
8604,0.49352179,0
8605,0.451118963,0
8606,0.550058893,0
8607,0.327444052,0
8608,0.224970554,0
8609,0.036513545,0
8610,0,0
8611,0,0
8612,0,0
8613,0,0
8614,0,0
8615,0,0
8616,0,0
8617,0,0
8618,0,0
8619,0,0
8620,0,0
8621,0,0
8622,0,0
8623,0,0
8624,0.024734982,0
8625,0.220259128,0
8626,0.449941107,0
8627,0.584216726,0
8628,0.625441696,0
8629,0.619552415,0
8630,0.545347468,0
8631,0.396937574,0
8632,0.206124853,0
8633,0.032979976,0
8634,0,0
8635,0,0
8636,0,0
8637,0,0
8638,0,0
8639,0,0
8640,0,0
8641,0,0
8642,0,0
8643,0,0
8644,0,0
8645,0,0
8646,0,0
8647,0,0
8648,0.024734982,0
8649,0.217903416,0
8650,0.432273263,0
8651,0.559481743,0
8652,0.620730271,0
8653,0.612485277,0
8654,0.534746761,0
8655,0.326266196,0
8656,0.14958775,0
8657,0.021201413,0
8658,0,0
8659,0,0
8660,0,0
8661,0,0
8662,0,0
8663,0,0
8664,0,0
8665,0,0
8666,0,0
8667,0,0
8668,0,0
8669,0,0
8670,0,0
8671,0,0
8672,0.025912839,0
8673,0.220259128,0
8674,0.4393404,0
8675,0.565371025,0
8676,0.627797409,0
8677,0.613663133,0
8678,0.535924617,0
8679,0.402826855,0
8680,0.210836278,0
8681,0.03180212,0
8682,0,0
8683,0,0
8684,0,0
8685,0,0
8686,0,0
8687,0,0
8688,0,0
8689,0,0
8690,0,0
8691,0,0
8692,0,0
8693,0,0
8694,0,0
8695,0,0
8696,0.028268551,0
8697,0.227326266,0
8698,0.444051826,0
8699,0.568904594,0
8700,0.626619552,0
8701,0.620730271,0
8702,0.541813899,0
8703,0.376914016,0
8704,0.16254417,0
8705,0.024734982,0
8706,0,0
8707,0,0
8708,0,0
8709,0,0
8710,0,0
8711,0,0
8712,0,0
8713,0,0
8714,0,0
8715,0,0
8716,0,0
8717,0,0
8718,0,0
8719,0,0
8720,0.008244994,0
8721,0.084805654,0
8722,0.150765607,0
8723,0.356890459,0
8724,0.554770318,0
8725,0.445229682,0
8726,0.504122497,0
8727,0.38869258,0
8728,0.204946996,0
8729,0.03180212,0
8730,0,0
8731,0,0
8732,0,0
8733,0,0
8734,0,0
8735,0,0
8736,0,0
8737,0,0
8738,0,0
8739,0,0
8740,0,0
8741,0,0
8742,0,0
8743,0,0
8744,0.018845701,0
8745,0.208480565,0
8746,0.209658422,0
8747,0.40753828,0
8748,0.465253239,0
8749,0.680800942,0
8750,0.720848057,0
8751,0.419316843,0
8752,0.217903416,0
8753,0.036513545,0
8754,0,0
8755,0,0
8756,0,0
8757,0,0
8758,0,0
8759,0,0
8760,0,0
